timestamp                , close , high    , low     , trade_count, open   , volume   , vwap
2022-07-05 04:00:00+00:00, 141.56, 141.61  , 136.93  , 601962     , 137.77 , 79904746 , 139.849325
2022-07-06 04:00:00+00:00, 142.92, 144.12  , 141.08  , 585626     , 141.355, 78938366 , 142.59559
2022-07-07 04:00:00+00:00, 146.35, 146.55  , 143.28  , 539963     , 143.29 , 72731949 , 145.73721
2022-07-08 04:00:00+00:00, 147.04, 147.55  , 145.0   , 518941     , 145.265, 68264699 , 146.677205
2022-07-11 04:00:00+00:00, 144.87, 146.64  , 143.78  , 496269     , 145.67 , 69704810 , 145.134613
2022-07-12 04:00:00+00:00, 145.86, 148.45  , 145.05  , 579533     , 145.76 , 84620032 , 146.716196
2022-07-13 04:00:00+00:00, 145.49, 146.45  , 142.1201, 559359     , 142.99 , 77731553 , 145.232912
2022-07-14 04:00:00+00:00, 148.47, 148.95  , 143.25  , 614953     , 144.08 , 83018114 , 146.704837
2022-07-15 04:00:00+00:00, 150.17, 150.86  , 148.2   , 548571     , 149.78 , 86944893 , 149.589049
2022-07-18 04:00:00+00:00, 147.07, 151.57  , 146.7   , 620452     , 150.74 , 87239346 , 148.960362
2022-07-19 04:00:00+00:00, 151.0 , 151.23  , 146.91  , 576472     , 147.92 , 93332247 , 149.900387
2022-07-20 04:00:00+00:00, 153.04, 153.72  , 150.37  , 523493     , 151.12 , 70872515 , 152.663855
2022-07-21 04:00:00+00:00, 155.35, 155.57  , 151.94  , 522806     , 154.5  , 70606217 , 154.438372
2022-07-22 04:00:00+00:00, 154.09, 156.28  , 153.41  , 526060     , 155.39 , 72318038 , 154.572629
2022-07-25 04:00:00+00:00, 152.95, 155.04  , 152.28  , 487394     , 154.01 , 57738116 , 153.267556
2022-07-26 04:00:00+00:00, 151.6 , 153.085 , 150.8   , 472004     , 152.265, 60764637 , 151.66439
2022-07-27 04:00:00+00:00, 156.79, 157.33  , 152.16  , 579183     , 152.58 , 89223566 , 155.479087
2022-07-28 04:00:00+00:00, 157.35, 157.64  , 154.41  , 738633     , 156.98 , 86806681 , 156.698958
2022-07-29 04:00:00+00:00, 162.51, 163.63  , 159.5   , 771584     , 161.24 , 114785404, 162.316353
2022-08-01 04:00:00+00:00, 161.51, 163.59  , 160.89  , 594293     , 161.01 , 73670876 , 162.101278
2022-08-02 04:00:00+00:00, 160.01, 162.41  , 159.63  , 543551     , 160.1  , 63962594 , 160.670591
2022-08-03 04:00:00+00:00, 166.13, 166.59  , 160.75  , 682784     , 160.84 , 90300252 , 165.051058
2022-08-04 04:00:00+00:00, 165.81, 167.19  , 164.43  , 525014     , 166.005, 59549979 , 165.604192
2022-08-05 04:00:00+00:00, 165.35, 165.85  , 163.0   , 489965     , 163.21 , 61905528 , 164.791973
2022-08-08 04:00:00+00:00, 164.87, 167.81  , 164.2   , 540019     , 166.37 , 63810659 , 165.848161
2022-08-09 04:00:00+00:00, 164.92, 165.82  , 163.25  , 480556     , 164.02 , 70056143 , 164.847702
2022-08-10 04:00:00+00:00, 169.24, 169.34  , 166.9   , 559791     , 167.68 , 77906820 , 168.452001
2022-08-11 04:00:00+00:00, 168.49, 170.99  , 168.19  , 507917     , 170.06 , 61943923 , 169.351499
2022-08-12 04:00:00+00:00, 172.1 , 172.17  , 169.4   , 555307     , 169.82 , 75555239 , 171.188405
2022-08-15 04:00:00+00:00, 173.19, 173.39  , 171.345 , 501627     , 171.52 , 58741635 , 172.668301
2022-08-16 04:00:00+00:00, 173.03, 173.71  , 171.6618, 515136     , 172.78 , 60575237 , 172.732297
2022-08-17 04:00:00+00:00, 174.55, 176.15  , 172.57  , 686579     , 172.77 , 84217231 , 174.345089
2022-08-18 04:00:00+00:00, 174.15, 174.9   , 173.12  , 545657     , 173.75 , 66756106 , 174.138349
2022-08-19 04:00:00+00:00, 171.52, 173.74  , 171.3101, 570365     , 173.03 , 79638699 , 172.224698
2022-08-22 04:00:00+00:00, 167.57, 169.86  , 167.135 , 620803     , 169.69 , 76355924 , 168.231697
2022-08-23 04:00:00+00:00, 167.23, 168.71  , 166.65  , 494688     , 167.08 , 58090092 , 167.603582
2022-08-24 04:00:00+00:00, 167.53, 168.11  , 166.245 , 476972     , 167.32 , 58542963 , 167.314592
2022-08-25 04:00:00+00:00, 170.03, 170.14  , 168.35  , 465400     , 168.78 , 56573006 , 169.416575
2022-08-26 04:00:00+00:00, 163.62, 171.05  , 163.56  , 717946     , 170.57 , 90147274 , 165.692266
2022-08-29 04:00:00+00:00, 161.38, 162.9   , 159.82  , 640595     , 161.145, 78255530 , 161.519924
2022-08-30 04:00:00+00:00, 158.91, 162.56  , 157.72  , 644674     , 162.13 , 82758508 , 159.274595
2022-08-31 04:00:00+00:00, 157.22, 160.58  , 157.14  , 606829     , 160.305, 104165447, 158.30072
2022-09-01 04:00:00+00:00, 157.96, 158.42  , 154.67  , 654669     , 156.64 , 79346064 , 156.592275
2022-09-02 04:00:00+00:00, 155.81, 160.362 , 154.965 , 644431     , 159.75 , 83452944 , 157.552561
2022-09-06 04:00:00+00:00, 154.53, 157.09  , 153.69  , 687438     , 156.47 , 78705759 , 154.989143
2022-09-07 04:00:00+00:00, 155.96, 156.67  , 153.61  , 696957     , 154.825, 94015457 , 155.348091
2022-09-08 04:00:00+00:00, 154.46, 156.36  , 152.68  , 697267     , 154.64 , 91449721 , 154.390061
2022-09-09 04:00:00+00:00, 157.37, 157.82  , 154.75  , 531339     , 155.47 , 74228109 , 156.706907
2022-09-12 04:00:00+00:00, 163.43, 164.26  , 159.3   , 801514     , 159.59 , 112676884, 162.50199
2022-09-13 04:00:00+00:00, 153.84, 160.54  , 153.37  , 1018113    , 159.9  , 135428401, 155.859627
2022-09-14 04:00:00+00:00, 155.31, 157.1   , 153.6106, 716068     , 154.785, 95004894 , 155.264624
2022-09-15 04:00:00+00:00, 152.37, 155.24  , 151.38  , 741145     , 154.65 , 97514431 , 152.97942
2022-09-16 04:00:00+00:00, 150.7 , 151.35  , 148.37  , 848159     , 151.21 , 218997344, 150.400101
2022-09-19 04:00:00+00:00, 154.48, 154.56  , 149.1   , 671958     , 149.31 , 87533890 , 152.616126
2022-09-20 04:00:00+00:00, 156.9 , 158.08  , 153.08  , 792173     , 153.4  , 113203270, 156.164792
2022-09-21 04:00:00+00:00, 153.72, 158.74  , 153.6   , 785026     , 157.34 , 107498655, 156.237145
2022-09-22 04:00:00+00:00, 152.74, 154.47  , 150.91  , 686881     , 152.38 , 92021722 , 152.560537
2022-09-23 04:00:00+00:00, 150.43, 151.47  , 148.56  , 764986     , 151.19 , 101813197, 150.041362
2022-09-26 04:00:00+00:00, 150.77, 153.7701, 149.64  , 747669     , 149.66 , 100616414, 151.487416
2022-09-27 04:00:00+00:00, 151.76, 154.72  , 149.945 , 683779     , 152.74 , 91032702 , 152.095874
2022-09-28 04:00:00+00:00, 149.84, 150.6414, 144.84  , 1142720    , 147.64 , 155823686, 147.7096
2022-09-29 04:00:00+00:00, 142.48, 146.72  , 140.68  , 1067283    , 146.1  , 137415955, 142.812294
2022-09-30 04:00:00+00:00, 138.2 , 143.1   , 138.0   , 941473     , 141.28 , 141390692, 140.134941
2022-10-03 04:00:00+00:00, 142.45, 143.07  , 137.685 , 838788     , 138.21 , 124534891, 141.273689
2022-10-04 04:00:00+00:00, 146.1 , 146.22  , 144.26  , 687507     , 145.03 , 96785630 , 145.534712
2022-10-05 04:00:00+00:00, 146.4 , 147.38  , 143.01  , 605865     , 144.075, 83933253 , 145.301313
2022-10-06 04:00:00+00:00, 145.43, 147.54  , 145.22  , 538674     , 145.81 , 72586982 , 146.031211
2022-10-07 04:00:00+00:00, 140.09, 143.1   , 139.445 , 664196     , 142.54 , 95901316 , 140.689652
2022-10-10 04:00:00+00:00, 140.42, 141.89  , 138.5729, 620865     , 140.42 , 80719147 , 140.216879
2022-10-11 04:00:00+00:00, 138.98, 141.35  , 138.22  , 608886     , 139.9  , 82627051 , 139.509074
2022-10-12 04:00:00+00:00, 138.34, 140.36  , 138.16  , 553189     , 139.13 , 76229576 , 139.041704
2022-10-13 04:00:00+00:00, 142.99, 143.59  , 134.37  , 874141     , 134.99 , 121491577, 140.063712
2022-10-14 04:00:00+00:00, 138.38, 144.52  , 138.19  , 686282     , 144.31 , 97254054 , 139.802051
2022-10-17 04:00:00+00:00, 142.41, 142.9   , 140.27  , 634586     , 141.065, 94281241 , 141.984497
2022-10-18 04:00:00+00:00, 143.75, 146.7   , 140.61  , 785419     , 145.49 , 103909236, 144.045788
2022-10-19 04:00:00+00:00, 143.86, 144.9492, 141.5   , 511351     , 141.69 , 66281889 , 143.466866
2022-10-20 04:00:00+00:00, 143.39, 145.89  , 142.65  , 517762     , 143.02 , 70436249 , 144.156597
2022-10-21 04:00:00+00:00, 147.27, 147.8479, 142.649 , 619853     , 142.87 , 97497286 , 145.537116
2022-10-24 04:00:00+00:00, 149.45, 150.23  , 146.0   , 653022     , 147.185, 82543225 , 148.469242
2022-10-25 04:00:00+00:00, 152.34, 152.49  , 149.36  , 581424     , 150.09 , 82217447 , 151.551227
2022-10-26 04:00:00+00:00, 149.35, 151.99  , 148.04  , 694798     , 150.96 , 96231685 , 149.973366
2022-10-27 04:00:00+00:00, 144.8 , 149.046 , 144.13  , 944056     , 148.07 , 116248070, 145.749545
2022-10-28 04:00:00+00:00, 155.74, 157.5   , 147.82  , 1225718    , 148.2  , 174641131, 154.747206
2022-10-31 04:00:00+00:00, 153.34, 154.24  , 151.92  , 726847     , 153.155, 110376310, 153.269337
2022-11-01 04:00:00+00:00, 150.65, 155.45  , 149.13  , 650597     , 155.08 , 85451780 , 150.961078
2022-11-02 04:00:00+00:00, 145.03, 152.17  , 145.0   , 788402     , 148.945, 101743648, 148.026896
2022-11-03 04:00:00+00:00, 138.88, 142.8   , 138.75  , 871803     , 142.06 , 105214797, 140.055413
2022-11-04 04:00:00+00:00, 138.38, 142.67  , 134.38  , 1159117    , 142.09 , 149550241, 137.371071
2022-11-07 05:00:00+00:00, 138.92, 139.145 , 135.671 , 715008     , 137.11 , 89935797 , 137.597386
2022-11-08 05:00:00+00:00, 139.5 , 141.43  , 137.49  , 637314     , 140.41 , 97268373 , 139.598643
2022-11-09 05:00:00+00:00, 134.87, 138.55  , 134.5933, 633364     , 138.5  , 84442456 , 135.871053
2022-11-10 05:00:00+00:00, 146.87, 146.87  , 139.5   , 875050     , 141.24 , 136303919, 144.604643
2022-11-11 05:00:00+00:00, 149.7 , 150.01  , 144.37  , 740560     , 145.82 , 103060509, 148.312448
2022-11-14 05:00:00+00:00, 148.28, 150.28  , 147.43  , 576291     , 148.97 , 80885473 , 148.697425
2022-11-15 05:00:00+00:00, 150.04, 153.59  , 148.5613, 703671     , 152.215, 96306279 , 151.211711
2022-11-16 05:00:00+00:00, 148.79, 149.87  , 147.29  , 472251     , 149.13 , 71463063 , 148.656205
2022-11-17 05:00:00+00:00, 150.72, 151.48  , 146.15  , 563722     , 146.43 , 86649104 , 149.715411
2022-11-18 05:00:00+00:00, 151.29, 152.7   , 149.97  , 513080     , 152.305, 84106843 , 151.238278
2022-11-21 05:00:00+00:00, 148.01, 150.37  , 147.715 , 504781     , 150.16 , 64466896 , 148.45546
2022-11-22 05:00:00+00:00, 150.18, 150.42  , 146.925 , 405189     , 148.13 , 58685320 , 149.307632
2022-11-23 05:00:00+00:00, 151.07, 151.83  , 149.34  , 444427     , 149.45 , 62774756 , 150.826223
2022-11-25 05:00:00+00:00, 148.11, 148.88  , 147.12  , 319573     , 148.305, 38776713 , 148.124425
2022-11-28 05:00:00+00:00, 144.22, 146.64  , 143.38  , 614361     , 145.14 , 78281391 , 144.720128
2022-11-29 05:00:00+00:00, 141.17, 144.81  , 140.355 , 713286     , 144.29 , 89801206 , 141.984894
2022-11-30 05:00:00+00:00, 148.03, 148.72  , 140.55  , 707655     , 141.395, 131183862, 145.43512
2022-12-01 05:00:00+00:00, 148.31, 149.13  , 146.61  , 525991     , 148.21 , 78588359 , 148.087728
2022-12-02 05:00:00+00:00, 147.81, 148.0   , 145.65  , 463525     , 145.96 , 75015411 , 146.982128
2022-12-05 05:00:00+00:00, 146.63, 150.9199, 145.77  , 586796     , 147.77 , 74981324 , 147.586644
2022-12-06 05:00:00+00:00, 142.91, 147.3   , 141.92  , 537311     , 147.075, 72151911 , 143.710309
2022-12-07 05:00:00+00:00, 140.94, 143.37  , 140.0   , 565399     , 142.19 , 77308359 , 141.146902
2022-12-08 05:00:00+00:00, 142.65, 143.52  , 141.1   , 456124     , 142.36 , 68832111 , 142.530981
2022-12-09 05:00:00+00:00, 142.16, 145.57  , 140.9   , 529039     , 142.34 , 84840144 , 143.191277
2022-12-12 05:00:00+00:00, 144.49, 144.5   , 141.06  , 492716     , 142.7  , 78289096 , 143.146879
2022-12-13 05:00:00+00:00, 145.47, 149.9692, 144.24  , 706528     , 149.5  , 102204603, 146.505145
2022-12-14 05:00:00+00:00, 143.21, 146.655 , 141.16  , 597873     , 145.35 , 89974435 , 144.135743
2022-12-15 05:00:00+00:00, 136.5 , 141.8   , 136.025 , 879350     , 141.11 , 110421981, 137.524749
2022-12-16 05:00:00+00:00, 134.51, 137.65  , 133.73  , 818493     , 136.685, 220048084, 134.982902
2022-12-19 05:00:00+00:00, 132.37, 135.2   , 131.32  , 705822     , 135.11 , 87427188 , 132.459651
2022-12-20 05:00:00+00:00, 132.3 , 133.25  , 129.89  , 640697     , 131.39 , 83636668 , 131.866586
2022-12-21 05:00:00+00:00, 135.45, 136.81  , 132.75  , 588686     , 132.98 , 95563192 , 135.312159
2022-12-22 05:00:00+00:00, 132.23, 134.56  , 130.3   , 643298     , 134.352, 86659361 , 131.91302
2022-12-23 05:00:00+00:00, 131.86, 132.415 , 129.64  , 539021     , 130.92 , 67631560 , 131.173262
2022-12-27 05:00:00+00:00, 130.03, 131.41  , 128.72  , 608333     , 131.38 , 74304546 , 129.943021
2022-12-28 05:00:00+00:00, 126.04, 131.0275, 125.87  , 762248     , 129.67 , 90551969 , 127.542061
2022-12-29 05:00:00+00:00, 129.61, 130.4814, 127.73  , 598208     , 127.99 , 81821550 , 129.519613
2022-12-30 05:00:00+00:00, 129.93, 129.95  , 127.43  , 591156     , 128.41 , 85865255 , 128.915506
